timestamp,cpu_total,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,cpu_time_since_update,cpu_cpucore,cpu_ctx_switches,cpu_interrupts,cpu_soft_interrupts,cpu_syscalls,percpu_0_key,percpu_0_cpu_number,percpu_0_total,percpu_0_user,percpu_0_system,percpu_0_idle,percpu_0_nice,percpu_0_iowait,percpu_0_irq,percpu_0_softirq,percpu_0_steal,percpu_0_guest,percpu_0_guest_nice,percpu_1_key,percpu_1_cpu_number,percpu_1_total,percpu_1_user,percpu_1_system,percpu_1_idle,percpu_1_nice,percpu_1_iowait,percpu_1_irq,percpu_1_softirq,percpu_1_steal,percpu_1_guest,percpu_1_guest_nice,load_min1,load_min5,load_min15,load_cpucore,mem_total,mem_available,mem_percent,mem_used,mem_free,mem_active,mem_inactive,mem_buffers,mem_cached,mem_shared,memswap_total,memswap_used,memswap_free,memswap_percent,memswap_sin,memswap_sout,memswap_time_since_update,network_ens5_interface_name,network_ens5_alias,network_ens5_time_since_update,network_ens5_cumulative_rx,network_ens5_rx,network_ens5_cumulative_tx,network_ens5_tx,network_ens5_cumulative_cx,network_ens5_cx,network_ens5_is_up,network_ens5_speed,network_ens5_key,network_lo_interface_name,network_lo_alias,network_lo_time_since_update,network_lo_cumulative_rx,network_lo_rx,network_lo_cumulative_tx,network_lo_tx,network_lo_cumulative_cx,network_lo_cx,network_lo_is_up,network_lo_speed,network_lo_key,diskio_loop0_time_since_update,diskio_loop0_disk_name,diskio_loop0_read_count,diskio_loop0_write_count,diskio_loop0_read_bytes,diskio_loop0_write_bytes,diskio_loop0_key,diskio_loop1_time_since_update,diskio_loop1_disk_name,diskio_loop1_read_count,diskio_loop1_write_count,diskio_loop1_read_bytes,diskio_loop1_write_bytes,diskio_loop1_key,diskio_loop2_time_since_update,diskio_loop2_disk_name,diskio_loop2_read_count,diskio_loop2_write_count,diskio_loop2_read_bytes,diskio_loop2_write_bytes,diskio_loop2_key,diskio_loop3_time_since_update,diskio_loop3_disk_name,diskio_loop3_read_count,diskio_loop3_write_count,diskio_loop3_read_bytes,diskio_loop3_write_bytes,diskio_loop3_key,diskio_loop4_time_since_update,diskio_loop4_disk_name,diskio_loop4_read_count,diskio_loop4_write_count,diskio_loop4_read_bytes,diskio_loop4_write_bytes,diskio_loop4_key,diskio_loop5_time_since_update,diskio_loop5_disk_name,diskio_loop5_read_count,diskio_loop5_write_count,diskio_loop5_read_bytes,diskio_loop5_write_bytes,diskio_loop5_key,diskio_loop6_time_since_update,diskio_loop6_disk_name,diskio_loop6_read_count,diskio_loop6_write_count,diskio_loop6_read_bytes,diskio_loop6_write_bytes,diskio_loop6_key,diskio_loop7_time_since_update,diskio_loop7_disk_name,diskio_loop7_read_count,diskio_loop7_write_count,diskio_loop7_read_bytes,diskio_loop7_write_bytes,diskio_loop7_key,diskio_nvme0n1_time_since_update,diskio_nvme0n1_disk_name,diskio_nvme0n1_read_count,diskio_nvme0n1_write_count,diskio_nvme0n1_read_bytes,diskio_nvme0n1_write_bytes,diskio_nvme0n1_key,diskio_nvme0n1p1_time_since_update,diskio_nvme0n1p1_disk_name,diskio_nvme0n1p1_read_count,diskio_nvme0n1p1_write_count,diskio_nvme0n1p1_read_bytes,diskio_nvme0n1p1_write_bytes,diskio_nvme0n1p1_key,fs_/_device_name,fs_/_fs_type,fs_/_mnt_point,fs_/_size,fs_/_used,fs_/_free,fs_/_percent,fs_/_key,fs_/snap/core18/2128_device_name,fs_/snap/core18/2128_fs_type,fs_/snap/core18/2128_mnt_point,fs_/snap/core18/2128_size,fs_/snap/core18/2128_used,fs_/snap/core18/2128_free,fs_/snap/core18/2128_percent,fs_/snap/core18/2128_key,fs_/snap/amazon-ssm-agent/4046_device_name,fs_/snap/amazon-ssm-agent/4046_fs_type,fs_/snap/amazon-ssm-agent/4046_mnt_point,fs_/snap/amazon-ssm-agent/4046_size,fs_/snap/amazon-ssm-agent/4046_used,fs_/snap/amazon-ssm-agent/4046_free,fs_/snap/amazon-ssm-agent/4046_percent,fs_/snap/amazon-ssm-agent/4046_key,fs_/snap/snapd/15177_device_name,fs_/snap/snapd/15177_fs_type,fs_/snap/snapd/15177_mnt_point,fs_/snap/snapd/15177_size,fs_/snap/snapd/15177_used,fs_/snap/snapd/15177_free,fs_/snap/snapd/15177_percent,fs_/snap/snapd/15177_key,fs_/snap/core18/2344_device_name,fs_/snap/core18/2344_fs_type,fs_/snap/core18/2344_mnt_point,fs_/snap/core18/2344_size,fs_/snap/core18/2344_used,fs_/snap/core18/2344_free,fs_/snap/core18/2344_percent,fs_/snap/core18/2344_key,fs_/snap/amazon-ssm-agent/5163_device_name,fs_/snap/amazon-ssm-agent/5163_fs_type,fs_/snap/amazon-ssm-agent/5163_mnt_point,fs_/snap/amazon-ssm-agent/5163_size,fs_/snap/amazon-ssm-agent/5163_used,fs_/snap/amazon-ssm-agent/5163_free,fs_/snap/amazon-ssm-agent/5163_percent,fs_/snap/amazon-ssm-agent/5163_key,fs_/snap/snapd/15534_device_name,fs_/snap/snapd/15534_fs_type,fs_/snap/snapd/15534_mnt_point,fs_/snap/snapd/15534_size,fs_/snap/snapd/15534_used,fs_/snap/snapd/15534_free,fs_/snap/snapd/15534_percent,fs_/snap/snapd/15534_key,processcount_total,processcount_running,processcount_sleeping,processcount_thread,processcount_pid_max,ip_address,ip_mask,ip_mask_cidr,ip_gateway,ip_public_address,system_os_name,system_hostname,system_platform,system_linux_distro,system_os_version,system_hr_name,uptime_seconds
2022-04-22 19:01:47,65.9,14.5,0.0,3.5,77.3,0.0,0.0,1.3,3.5,0.0,0.0,2.178433418273926,2,6584,10514,9560,0,cpu_number,0,96.0,25.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,cpu_number,1,78.0,10.0,1.0,22.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.25,0.21,0.15,2,4064714752,2679545856,34.1,1385168896,2679545856,1795530752,1782718464,152731648,2583834624,823296,0,0,0,0.0,0,0,2.1782894134521484,ens5,,2.15360426902771,43088408548,425046,46549253207,2865263,89637661755,3290309,True,0,interface_name,lo,,2.15360426902771,10883779354,50332,10883779354,50332,21767558708,100664,True,0,interface_name,2.164287805557251,loop0,0,0,0,0,disk_name,2.164287805557251,loop1,0,0,0,0,disk_name,2.164287805557251,loop2,0,0,0,0,disk_name,2.164287805557251,loop3,0,0,0,0,disk_name,2.164287805557251,loop4,0,0,0,0,disk_name,2.164287805557251,loop5,0,0,0,0,disk_name,2.164287805557251,loop6,0,0,0,0,disk_name,2.164287805557251,loop7,0,0,0,0,disk_name,2.164287805557251,nvme0n1,0,0,0,0,disk_name,2.164287805557251,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7395045376,847192064,89.7,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436024
2022-04-22 19:01:48,65.9,14.5,0.0,3.5,77.3,0.0,0.0,1.3,3.5,0.0,0.0,2.178433418273926,2,6584,10514,9560,0,cpu_number,0,18.2,12.0,2.8,81.8,0.0,0.0,0.0,0.7,2.8,0.0,0.0,cpu_number,1,24.3,15.5,3.6,75.7,0.0,0.0,0.0,1.8,3.4,0.0,0.0,0.25,0.21,0.15,2,4064714752,2679545856,34.1,1385168896,2679545856,1795530752,1782718464,152731648,2583834624,823296,0,0,0,0.0,0,0,2.1782894134521484,ens5,,1.9284684658050537,43088758792,350244,46552183039,2929832,89640941831,3280076,True,0,interface_name,lo,,1.9284684658050537,10883798469,19115,10883798469,19115,21767596938,38230,True,0,interface_name,2.164287805557251,loop0,0,0,0,0,disk_name,2.164287805557251,loop1,0,0,0,0,disk_name,2.164287805557251,loop2,0,0,0,0,disk_name,2.164287805557251,loop3,0,0,0,0,disk_name,2.164287805557251,loop4,0,0,0,0,disk_name,2.164287805557251,loop5,0,0,0,0,disk_name,2.164287805557251,loop6,0,0,0,0,disk_name,2.164287805557251,loop7,0,0,0,0,disk_name,2.164287805557251,nvme0n1,0,0,0,0,disk_name,2.164287805557251,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7396134912,846102528,89.7,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436024
2022-04-22 19:01:51,19.3,11.1,0.0,2.3,82.6,0.0,0.0,1.3,2.7,0.0,0.0,4.012822151184082,2,11418,18923,16817,0,cpu_number,0,18.2,12.0,2.8,81.8,0.0,0.0,0.0,0.7,2.8,0.0,0.0,cpu_number,1,24.3,15.5,3.6,75.7,0.0,0.0,0.0,1.8,3.4,0.0,0.0,0.23,0.21,0.15,2,4064714752,2707214336,33.4,1357500416,2707214336,1768308736,1784745984,152731648,2585862144,823296,0,0,0,0.0,0,0,4.012800216674805,ens5,,2.084486246109009,43089133382,374590,46555082200,2899161,89644215582,3273751,True,0,interface_name,lo,,2.084486246109009,10883813605,15136,10883813605,15136,21767627210,30272,True,0,interface_name,4.032101392745972,loop0,0,0,0,0,disk_name,4.032101392745972,loop1,0,0,0,0,disk_name,4.032101392745972,loop2,0,0,0,0,disk_name,4.032101392745972,loop3,0,0,0,0,disk_name,4.032101392745972,loop4,0,0,0,0,disk_name,4.032101392745972,loop5,0,0,0,0,disk_name,4.032101392745972,loop6,0,0,0,0,disk_name,4.032101392745972,loop7,0,0,0,0,disk_name,4.032101392745972,nvme0n1,0,0,0,0,disk_name,4.032101392745972,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7397224448,845012992,89.7,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436029
2022-04-22 19:01:53,19.3,11.6,0.0,3.0,81.3,0.0,0.0,1.4,2.7,0.0,0.0,2.0920560359954834,2,6148,9618,8577,0,cpu_number,0,16.7,10.5,2.8,83.3,0.0,0.0,0.0,0.9,2.6,0.0,0.0,cpu_number,1,18.0,11.6,1.7,82.0,0.0,0.0,0.0,1.7,3.1,0.0,0.0,0.23,0.21,0.15,2,4064714752,2709270528,33.3,1355444224,2709270528,1766514688,1785671680,152731648,2586783744,823296,0,0,0,0.0,0,0,2.0920419692993164,ens5,,2.0940778255462646,43089509584,376202,46557582195,2499995,89647091779,2876197,True,0,interface_name,lo,,2.0940778255462646,10883869102,55497,10883869102,55497,21767738204,110994,True,0,interface_name,2.092071056365967,loop0,0,0,0,0,disk_name,2.092071056365967,loop1,0,0,0,0,disk_name,2.092071056365967,loop2,0,0,0,0,disk_name,2.092071056365967,loop3,0,0,0,0,disk_name,2.092071056365967,loop4,0,0,0,0,disk_name,2.092071056365967,loop5,0,0,0,0,disk_name,2.092071056365967,loop6,0,0,0,0,disk_name,2.092071056365967,loop7,0,0,0,0,disk_name,2.092071056365967,nvme0n1,0,0,0,0,disk_name,2.092071056365967,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7398154240,844083200,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436031
2022-04-22 19:01:55,17.3,10.2,0.0,3.1,84.1,0.0,0.0,1.0,1.7,0.0,0.0,2.0872724056243896,2,5723,9625,8700,0,cpu_number,0,16.7,10.5,2.8,83.3,0.0,0.0,0.0,0.9,2.6,0.0,0.0,cpu_number,1,18.0,11.6,1.7,82.0,0.0,0.0,0.0,1.7,3.1,0.0,0.0,0.21,0.2,0.15,2,4064714752,2710552576,33.3,1354162176,2710552576,1765642240,1786761216,152731648,2587877376,823296,0,0,0,0.0,0,0,2.087263822555542,ens5,,2.08711576461792,43089902195,392611,46560462988,2880793,89650365183,3273404,True,0,interface_name,lo,,2.08711576461792,10883894995,25893,10883894995,25893,21767789990,51786,True,0,interface_name,2.0874736309051514,loop0,0,0,0,0,disk_name,2.0874736309051514,loop1,0,0,0,0,disk_name,2.0874736309051514,loop2,0,0,0,0,disk_name,2.0874736309051514,loop3,0,0,0,0,disk_name,2.0874736309051514,loop4,0,0,0,0,disk_name,2.0874736309051514,loop5,0,0,0,0,disk_name,2.0874736309051514,loop6,0,0,0,0,disk_name,2.0874736309051514,loop7,0,0,0,0,disk_name,2.0874736309051514,nvme0n1,0,0,0,0,disk_name,2.0874736309051514,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7399239680,842997760,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436033
2022-04-22 19:01:57,17.3,10.4,0.0,2.6,83.3,0.0,0.0,1.4,2.4,0.0,0.0,2.0916833877563477,2,5891,9784,8856,0,cpu_number,0,13.9,8.5,2.8,86.1,0.0,0.0,0.0,0.9,1.7,0.0,0.0,cpu_number,1,18.5,11.8,3.1,81.5,0.0,0.0,0.0,1.2,2.4,0.0,0.0,0.21,0.2,0.15,2,4064714752,2712707072,33.3,1352007680,2712707072,1763184640,1787842560,152731648,2588954624,823296,0,0,0,0.0,0,0,2.091731548309326,ens5,,2.093811273574829,43090292984,390789,46563308890,2845902,89653601874,3236691,True,0,interface_name,lo,,2.093811273574829,10883949865,54870,10883949865,54870,21767899730,109740,True,0,interface_name,2.0907411575317383,loop0,0,0,0,0,disk_name,2.0907411575317383,loop1,0,0,0,0,disk_name,2.0907411575317383,loop2,0,0,0,0,disk_name,2.0907411575317383,loop3,0,0,0,0,disk_name,2.0907411575317383,loop4,0,0,0,0,disk_name,2.0907411575317383,loop5,0,0,0,0,disk_name,2.0907411575317383,loop6,0,0,0,0,disk_name,2.0907411575317383,loop7,0,0,0,0,disk_name,2.0907411575317383,nvme0n1,0,0,0,0,disk_name,2.0907411575317383,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7400325120,841912320,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,340,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436035
2022-04-22 19:01:59,22.9,19.9,0.0,4.7,70.7,0.2,0.0,1.6,2.8,0.0,0.0,2.0984435081481934,2,6459,10779,9688,0,cpu_number,0,13.9,8.5,2.8,86.1,0.0,0.0,0.0,0.9,1.7,0.0,0.0,cpu_number,1,18.5,11.8,3.1,81.5,0.0,0.0,0.0,1.2,2.4,0.0,0.0,0.21,0.2,0.15,2,4064714752,2665025536,34.4,1399689216,2665025536,1810092032,1788932096,152731648,2590048256,823296,0,0,0,0.0,0,0,2.098414421081543,ens5,,2.0921144485473633,43090802513,509529,46566561910,3253020,89657364423,3762549,True,0,interface_name,lo,,2.0921144485473633,10883974955,25090,10883974955,25090,21767949910,50180,True,0,interface_name,2.0986053943634033,loop0,0,0,0,0,disk_name,2.0986053943634033,loop1,0,0,0,0,disk_name,2.0986053943634033,loop2,0,0,0,0,disk_name,2.0986053943634033,loop3,0,0,0,0,disk_name,2.0986053943634033,loop4,0,0,0,0,disk_name,2.0986053943634033,loop5,0,0,0,0,disk_name,2.0986053943634033,loop6,0,0,0,0,disk_name,2.0986053943634033,loop7,0,0,0,0,disk_name,2.0986053943634033,nvme0n1,0,84,0,1040384,disk_name,2.0986053943634033,nvme0n1p1,0,84,0,1040384,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7401410560,840826880,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436037
2022-04-22 19:02:01,22.9,11.3,0.0,2.1,79.0,0.0,0.0,1.6,6.0,0.0,0.0,2.094855785369873,2,5916,10119,9202,0,cpu_number,0,24.4,16.1,2.8,75.6,0.0,0.2,0.0,1.2,4.1,0.0,0.0,cpu_number,1,26.1,15.2,4.0,73.9,0.0,0.0,0.0,2.6,4.4,0.0,0.0,0.27,0.22,0.15,2,4064714752,2672758784,34.2,1391955968,2672758784,1802194944,1789988864,152731648,2591141888,823296,0,0,0,0.0,0,0,2.094864845275879,ens5,,2.0965158939361572,43091226305,423792,46569638000,3076090,89660864305,3499882,True,0,interface_name,lo,,2.0965158939361572,10884009222,34267,10884009222,34267,21768018444,68534,True,0,interface_name,2.0953164100646973,loop0,0,0,0,0,disk_name,2.0953164100646973,loop1,0,0,0,0,disk_name,2.0953164100646973,loop2,0,0,0,0,disk_name,2.0953164100646973,loop3,0,0,0,0,disk_name,2.0953164100646973,loop4,0,0,0,0,disk_name,2.0953164100646973,loop5,0,0,0,0,disk_name,2.0953164100646973,loop6,0,0,0,0,disk_name,2.0953164100646973,loop7,0,0,0,0,disk_name,2.0953164100646973,nvme0n1,0,0,0,0,disk_name,2.0953164100646973,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7402496000,839741440,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436039
2022-04-22 19:02:03,20.1,10.6,0.0,2.8,80.8,0.0,0.0,1.2,4.7,0.0,0.0,2.0844337940216064,2,5861,9924,8965,0,cpu_number,0,24.4,16.1,2.8,75.6,0.0,0.2,0.0,1.2,4.1,0.0,0.0,cpu_number,1,26.1,15.2,4.0,73.9,0.0,0.0,0.0,2.6,4.4,0.0,0.0,0.27,0.22,0.15,2,4064714752,2678947840,34.1,1385766912,2678947840,1796927488,1791049728,152731648,2592223232,823296,0,0,0,0.0,0,0,2.0844078063964844,ens5,,2.083584785461426,43091628656,402351,46572614652,2976652,89664243308,3379003,True,0,interface_name,lo,,2.083584785461426,10884030655,21433,10884030655,21433,21768061310,42866,True,0,interface_name,2.084712266921997,loop0,0,0,0,0,disk_name,2.084712266921997,loop1,0,0,0,0,disk_name,2.084712266921997,loop2,0,0,0,0,disk_name,2.084712266921997,loop3,0,0,0,0,disk_name,2.084712266921997,loop4,0,0,0,0,disk_name,2.084712266921997,loop5,0,0,0,0,disk_name,2.084712266921997,loop6,0,0,0,0,disk_name,2.084712266921997,loop7,0,0,0,0,disk_name,2.084712266921997,nvme0n1,0,0,0,0,disk_name,2.084712266921997,nvme0n1p1,0,0,0,0,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7403581440,838656000,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436041
2022-04-22 19:02:05,20.1,11.5,0.0,2.8,80.8,0.7,0.0,1.2,3.0,0.0,0.0,2.0943827629089355,2,6112,9248,8247,0,cpu_number,0,19.4,11.9,3.3,80.6,0.0,0.0,0.0,0.5,3.7,0.0,0.0,cpu_number,1,18.8,10.0,2.6,81.2,0.0,0.7,0.0,1.6,4.0,0.0,0.0,0.25,0.21,0.15,2,4064714752,2700996608,33.6,1363718144,2700996608,1774698496,1792012288,152735744,2593132544,823296,0,0,0,0.0,0,0,2.0943946838378906,ens5,,2.0945234298706055,43092020754,392098,46575171871,2557219,89667192625,2949317,True,0,interface_name,lo,,2.0945234298706055,10884053345,22690,10884053345,22690,21768106690,45380,True,0,interface_name,2.0942678451538086,loop0,0,0,0,0,disk_name,2.0942678451538086,loop1,0,0,0,0,disk_name,2.0942678451538086,loop2,0,0,0,0,disk_name,2.0942678451538086,loop3,0,0,0,0,disk_name,2.0942678451538086,loop4,0,0,0,0,disk_name,2.0942678451538086,loop5,0,0,0,0,disk_name,2.0942678451538086,loop6,0,0,0,0,disk_name,2.0942678451538086,loop7,0,0,0,0,disk_name,2.0942678451538086,nvme0n1,0,74,0,15343616,disk_name,2.0942678451538086,nvme0n1p1,0,74,0,15343616,disk_name,/dev/nvme0n1p1,ext4,/,8259014656,7404511232,837726208,89.8,mnt_point,/dev/loop0,squashfs,/snap/core18/2128,58195968,58195968,0,100.0,mnt_point,/dev/loop1,squashfs,/snap/amazon-ssm-agent/4046,26214400,26214400,0,100.0,mnt_point,/dev/loop3,squashfs,/snap/snapd/15177,45875200,45875200,0,100.0,mnt_point,/dev/loop4,squashfs,/snap/core18/2344,58327040,58327040,0,100.0,mnt_point,/dev/loop5,squashfs,/snap/amazon-ssm-agent/5163,28049408,28049408,0,100.0,mnt_point,/dev/loop6,squashfs,/snap/snapd/15534,46923776,46923776,0,100.0,mnt_point,149,1,100,339,0,10.0.3.254,255.255.240.0,20,10.0.0.1,18.207.94.123,Linux,competent-seeker.cs695hubs.com,64bit,Ubuntu 18.04,5.4.0-1055-aws,Ubuntu 18.04 64bit,2436043
